"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"TIMM50",5.06296625767212e-14,-0.0478645117237693,0.4,0.409,1.42132651751629e-09
"PIN4",5.22759920054804e-14,-0.0559946410679685,0.713,0.713,1.46754392356985e-09
"FDX2",5.29337753025276e-14,0.0145112813204469,0.361,0.327,1.48600987406786e-09
"ATP5F1D",5.31597678033257e-14,0.0258859537378791,0.924,0.907,1.49235416154276e-09
"RAB9A",5.34562246831392e-14,-0.0406638749083379,0.4,0.414,1.50067659552977e-09
"TAF6",5.65098757058178e-14,-0.0438519698549362,0.298,0.314,1.58640174068942e-09
"NRAS",5.67339651998777e-14,0.0232492626657416,0.353,0.323,1.59269260505617e-09
"DNAJC9",5.68500724934912e-14,0.0544056280002772,0.499,0.478,1.59595208510978e-09
"AP002387.2",5.78642875915591e-14,-0.0355474151560521,0.248,0.269,1.62442414555784e-09
"ZNF644",5.88730246169844e-14,-0.0780448068433826,0.741,0.731,1.6527424200726e-09
"AC018695.9",5.89002860128376e-14,-0.0403962178461686,0.132,0.148,1.65350772923839e-09
"TRIM52-AS1",5.90418987645249e-14,-0.027092390947083,0.135,0.153,1.65748322401651e-09
"ZNF595",6.01193111337566e-14,-0.0311168970819842,0.122,0.138,1.68772942145795e-09
"HS3ST1",6.04973589131787e-14,-0.115517368261568,0.295,0.308,1.69834235676967e-09
"BNC1",6.21485042147651e-14,0.0356872779728095,0.475,0.445,1.7446949588211e-09
"FARS2",6.25661409959655e-14,-0.057615277688964,0.668,0.68,1.75641927617974e-09
"TXLNG",6.42145207850204e-14,-0.0513588148791863,0.355,0.368,1.80269424199788e-09
"MECR",6.43913159450796e-14,0.0174027062095878,0.357,0.325,1.80765741252622e-09
"KIFAP3",6.48033234334351e-14,0.0308254325751514,0.434,0.403,1.81922369874682e-09
"THNSL1",6.53673553981185e-14,0.0104930675591494,0.126,0.106,1.83505776809138e-09
"POLI",6.55959410708061e-14,-0.0399672778427075,0.21,0.228,1.84147485368074e-09
"NCK1-DT",6.68032465713373e-14,-0.0327655974277434,0.342,0.364,1.87536754099715e-09
"PTTG1IP",7.25516554754964e-14,-0.0686795590875073,0.715,0.703,2.03674262416361e-09
"IRX5",7.40981379483693e-14,0.00565590667541199,0.116,0.097,2.08015702662457e-09
"CASP2",7.52869487821653e-14,-0.0355880907272002,0.233,0.252,2.11353051316173e-09
"AC027018.1",7.58358516061028e-14,-0.0320949189872964,0.114,0.131,2.12893986213812e-09
"AC127035.1",7.65274963709385e-14,-0.0232583620693688,0.087,0.103,2.14835640562136e-09
"RGMA",7.80013103289646e-14,0.0119212307332384,0.111,0.093,2.18973078486502e-09
"UBAC1",8.26130433297468e-14,0.0262241631225459,0.648,0.616,2.31919596539598e-09
"C6orf62",8.2989191225314e-14,0.00014468920727162,0.511,0.466,2.32975556526824e-09
"PECAM1",8.34074091522555e-14,-0.0192028150109813,0.099,0.116,2.34149619713127e-09
"SEC22B",8.34684731713221e-14,-0.0360303653450754,0.271,0.289,2.34321044733852e-09
"QPCTL",8.47383803188389e-14,-0.0193712765090558,0.088,0.105,2.37886055069076e-09
"LINC01128",8.81331793756463e-14,0.016958673004872,0.126,0.108,2.47416274461252e-09
"TANGO2",9.47692016069793e-14,0.0172216734313721,0.189,0.166,2.66045579671273e-09
"MYO9A",9.74843722656338e-14,-0.0897915374433308,0.575,0.571,2.73667878261314e-09
"RBMX2",9.77593869643316e-14,0.0192537884636323,0.478,0.439,2.74439927024968e-09
"CCT4",9.80156564212929e-14,-0.450148791555381,0.859,0.821,2.75159352271496e-09
"AF165147.1",1.00859642318772e-13,0.354325189218645,0.284,0.336,2.83143273881488e-09
"MAPK8IP3",1.03354593559665e-13,0.0253667224554046,0.291,0.264,2.90147350500049e-09
"DDX10",1.06042423273378e-13,-0.0282896675205708,0.39,0.411,2.97692894855355e-09
"LINC00623",1.07943360043364e-13,0.0196873769583949,0.287,0.259,3.03029394649734e-09
"NPRL2",1.08969448952396e-13,-0.0231153113963718,0.141,0.16,3.05909934044062e-09
"NCOA2",1.10435044684389e-13,-0.106581013616388,0.651,0.636,3.10024300942484e-09
"KLHL2",1.13470583921111e-13,0.0164628534078967,0.271,0.244,3.18545970241734e-09
"TAF11",1.15053070069229e-13,0.0297810189468397,0.552,0.517,3.22988483605346e-09
"PDXK",1.16682003646346e-13,-0.0474193509807098,0.635,0.621,3.27561388836388e-09
"INKA2",1.16730559800078e-13,0.00737299889896172,0.112,0.094,3.27697700526759e-09
"KIAA0895",1.17172932694783e-13,-0.0317486191848145,0.171,0.19,3.28939573954063e-09
"CLCN3",1.19079775819775e-13,-0.0405116596765244,0.383,0.398,3.34292654658856e-09
"URB1-AS1",1.19864699481939e-13,-0.0366670381547607,0.165,0.182,3.36496170855647e-09
"TYW1B",1.22301151035116e-13,-0.0213722799572892,0.237,0.26,3.43336021300881e-09
"ZNF561",1.26276620341648e-13,0.0130832916929371,0.286,0.257,3.54496356285108e-09
"WNT4",1.27770608215773e-13,0.00361399919194147,0.212,0.187,3.5869042844414e-09
"ZNF777",1.3233920849981e-13,-0.0201362464482541,0.107,0.124,3.71515860021516e-09
"SNX11",1.33356830712668e-13,0.0101745444687688,0.116,0.098,3.74372630859672e-09
"AC073332.1",1.34624987131732e-13,0.0151135160763726,0.196,0.222,3.77932726374911e-09
"PEX10",1.34750295244456e-13,-0.0381296321951018,0.34,0.358,3.78284503839763e-09
"NSUN5",1.35936808618367e-13,0.0215044970318853,0.34,0.309,3.81615402834342e-09
"ATP2C2",1.36220495141565e-13,0.0455618362435898,0.227,0.203,3.82411796010915e-09
"TEX2",1.38375564967214e-13,0.0155826549652383,0.262,0.236,3.88461723532459e-09
"RABGAP1L",1.39947370366179e-13,0.0518235609911935,0.783,0.776,3.92874252828974e-09
"AC005037.1",1.40030817185757e-13,0.0121163572448548,0.138,0.118,3.93108513085576e-09
"ZSCAN32",1.4189530407565e-13,-0.024964382593028,0.121,0.139,3.98342687131573e-09
"NOP14-AS1",1.427512244386e-13,0.012179058004973,0.151,0.13,4.00745512366483e-09
"PCGF6",1.44889057670845e-13,-0.0317023466584063,0.186,0.206,4.06747051599362e-09
"FGFR1OP",1.45211598571957e-13,-0.0407307292187697,0.251,0.267,4.07652520671056e-09
"ZYG11B",1.46110980585511e-13,-0.0586088564961182,0.375,0.384,4.10177355797704e-09
"KPNA3",1.47125815379545e-13,-0.0507411306093374,0.428,0.436,4.13026301514997e-09
"UNC119",1.47661434423774e-13,0.0112662532246787,0.415,0.378,4.14529944857862e-09
"MUL1",1.49056338394189e-13,0.00304200857996267,0.194,0.167,4.18445858774006e-09
"LARP4",1.49147083351876e-13,0.0263450379337088,0.486,0.451,4.18700607093722e-09
"RSBN1",1.56789071826507e-13,-0.0334937158130367,0.374,0.396,4.40153961338552e-09
"ZNF484",1.57708075063733e-13,0.00935584524761361,0.147,0.126,4.42733879126418e-09
"TRMT13",1.58105829038534e-13,-0.0350403526528065,0.229,0.248,4.43850493859876e-09
"AL391840.3",1.58462129772349e-13,-0.0276500903987352,0.095,0.111,4.44850736909914e-09
"CTU2",1.60441132651796e-13,-0.0208830329214465,0.11,0.127,4.50406391693387e-09
"ERC1",1.6195228089024e-13,-0.069681813590085,0.823,0.813,4.54648638143171e-09
"APRT",1.64081291613978e-13,0.0266369488243869,0.936,0.922,4.60625409947922e-09
"PAQR3",1.70007509982916e-13,-0.0268302059544811,0.131,0.148,4.77262082775041e-09
"MFSD14C",1.74282929407665e-13,0.0116032993815518,0.584,0.538,4.89264467726138e-09
"KIF13B",1.75229288260941e-13,0.0119528174162326,0.256,0.227,4.91921180934939e-09
"ADIPOR1",1.76096011303821e-13,0.0265616157712423,0.482,0.444,4.94354332533217e-09
"MTM1",1.77465153936136e-13,0.0109559082503861,0.339,0.303,4.98197926644914e-09
"PCNX3",1.85966682838725e-13,0.00769817369872206,0.167,0.146,5.22064268733152e-09
"SLC2A11",1.88641132193179e-13,-0.0295814482965117,0.182,0.202,5.29572250405912e-09
"RNASEH2C",1.97977179969011e-13,-0.0760335155166936,0.578,0.588,5.55781337327003e-09
"ALG12",2.06480421360345e-13,-0.0308556943292504,0.172,0.19,5.79652486884898e-09
"DNASE1",2.08275386267305e-13,-0.0383558727802104,0.249,0.268,5.84691491868204e-09
"AFG3L2",2.14238820603544e-13,-0.0268707469034508,0.515,0.538,6.0143264108033e-09
"ABHD18",2.1999412468632e-13,-0.0449214590704949,0.336,0.353,6.17589506231906e-09
"DDX55",2.20339264246624e-13,0.0143730237506693,0.339,0.307,6.18558416519547e-09
"P3H1",2.2069714520328e-13,-0.028517454613237,0.181,0.2,6.19563095729167e-09
"SEZ6L2",2.24141662812224e-13,-0.0116216446311095,0.154,0.176,6.29232890012756e-09
"TRIM41",2.36519732278068e-13,0.0117443403564214,0.116,0.098,6.63981844424221e-09
"MRPL35",2.38738547119654e-13,-0.0358111458799936,0.394,0.408,6.70210723329006e-09
"NCBP2AS2",2.41965931710191e-13,0.042499935437748,0.6,0.567,6.79270960090020e-09
"CDC45",2.49284567632992e-13,0.0342086666927576,0.163,0.145,6.99816566716099e-09
"CLSTN3",2.51404083913407e-13,-0.0259689615131529,0.174,0.193,7.05766684770107e-09
"DAGLB",2.57642913410172e-13,0.0165908149190128,0.184,0.162,7.23280950816376e-09
"MTG1",2.650550646487e-13,-0.0467730027657566,0.571,0.58,7.44089082988296e-09
"RAB11FIP2",2.66037187415083e-13,0.0016520488733473,0.201,0.174,7.46846196230363e-09
"ARHGAP5",2.68631197535403e-13,0.00101109378800146,0.767,0.719,7.54128360841137e-09
"MCOLN1",2.7712843994892e-13,-0.0264028226221948,0.142,0.16,7.77982669468602e-09
"TADA1",2.79757412719753e-13,-0.0243561505830297,0.108,0.124,7.85362984728163e-09
"COG2",2.89384762267765e-13,-0.0291851212529675,0.215,0.235,8.12389843114296e-09
"RRP36",2.89610752965658e-13,0.0249447460199111,0.589,0.545,8.13024266800492e-09
"STRA6",2.89845093359831e-13,0.0503490413055795,0.105,0.128,8.13682130589055e-09
"GK5",2.94287632541165e-13,0.0235012630509998,0.303,0.277,8.26153670832813e-09
"DNM1",2.95753386511711e-13,-0.03599143109391,0.268,0.288,8.30268481954325e-09
"HBP1",3.11912962208805e-13,-0.036430967168593,0.479,0.494,8.75633258808779e-09
"UBE2J1",3.23541095221289e-13,-0.0349652429742935,0.313,0.33,9.08276916614726e-09
"SMIM13",3.2613629715536e-13,0.0168316460423706,0.277,0.251,9.15562427004243e-09
"MTHFD2L",3.31324726529604e-13,-0.041091874416054,0.508,0.521,9.30127904786556e-09
"TRAF3IP2-AS1",3.33337758674544e-13,-0.0468117960826636,0.238,0.255,9.35779089927048e-09
"MAVS",3.35056954890672e-13,0.0107475688304346,0.327,0.295,9.40605389464583e-09
"DTX3L",3.40127966710289e-13,-0.0493636374332236,0.324,0.34,9.54841240945795e-09
"SLC25A16",3.5042243181802e-13,-0.0409437874327978,0.278,0.295,9.83740892842729e-09
"ELMO2",3.52449666626874e-13,0.00719693596391137,0.128,0.109,9.89431949121624e-09
"TCP11L1",3.55504391876787e-13,0.00232977839203385,0.318,0.283,9.98007479315704e-09
"SEC24C",3.59574961747025e-13,-0.0290685577304153,0.197,0.216,1.00943479011242e-08
"MOCS3",3.59946659742186e-13,0.00898767554839133,0.116,0.098,1.01047825789424e-08
"NDUFA2",3.62504147948125e-13,0.0343628168489487,0.804,0.771,1.01765789453477e-08
"MRPL22",3.83925175153236e-13,0.0444299953292773,0.613,0.58,1.07779314420768e-08
"ZNF397",3.98128271952389e-13,-0.0373051040892223,0.263,0.282,1.11766549785194e-08
"SERPINF1",4.06205517515615e-13,-0.0383899177617388,0.21,0.234,1.14034074932159e-08
"RNF215",4.16924642157905e-13,0.00926076143231966,0.208,0.183,1.17043254792989e-08
"RAP2C",4.27305683115494e-13,-0.0300880027177708,0.167,0.185,1.19957524421013e-08
"LINC00106",4.27518647269376e-13,0.0028366300484829,0.101,0.084,1.20017309847932e-08
"LINC01980",4.27813424051813e-13,0.104391674335777,0.16,0.149,1.20100062534066e-08
"ASB6",4.38691068597213e-13,0.00889061434026343,0.11,0.093,1.23153743687296e-08
"TRIM69",4.40984616077923e-13,-0.0259316410219585,0.169,0.187,1.23797611271555e-08
"DNAJC13",4.60018854700038e-13,-0.052252807346613,0.422,0.433,1.29141093079942e-08
"LINC02615",4.62205860755434e-13,-0.0471607305502342,0.165,0.182,1.29755051289873e-08
"LRRC8C",4.7950871395933e-13,0.0149828131956654,0.204,0.181,1.34612481269803e-08
"TEAD3",4.89692884615865e-13,-0.0293660817436765,0.189,0.208,1.37471483498212e-08
"FBXO38",4.90992882648795e-13,-0.0403850976592832,0.23,0.248,1.37836431945996e-08
"ATAD3B",5.06279502438847e-13,0.00936984403392034,0.126,0.107,1.42127844719658e-08
"PAK1",5.13905926551718e-13,0.0391158649001215,0.713,0.683,1.44268810760864e-08
"WDTC1",5.30305075584935e-13,0.0146626307893409,0.24,0.214,1.48872543868959e-08
"NIP7",5.42047500632823e-13,-0.045750417961112,0.434,0.445,1.52168994852652e-08
"IPO13",5.45807876279992e-13,0.0132154699226903,0.124,0.106,1.53224645108082e-08
"MED26",5.48088604639602e-13,0.00990716379461401,0.161,0.14,1.53864913980476e-08
"PPM1G",5.49004377933099e-13,-0.13141027455786,0.773,0.741,1.54121999017159e-08
"AC021504.1",5.64650447639322e-13,0.0254009600447727,0.443,0.403,1.58514320165787e-08
"SENP2",5.77726853919901e-13,0.0325996197119817,0.431,0.402,1.62185259700934e-08
"NAA35",5.81470093244802e-13,0.00979527799236835,0.582,0.535,1.63236099276613e-08
"WRAP53",5.81508688874304e-13,-0.0180949632815491,0.098,0.114,1.63246934227683e-08
"CREB1",5.81961188301742e-13,-0.0632849235104699,0.61,0.604,1.63373964391948e-08
"TMEM120B",5.87262096328252e-13,0.0212239651892521,0.268,0.242,1.6486208830223e-08
"DCAF15",5.97430655694636e-13,0.0146087381386232,0.297,0.27,1.67716707973155e-08
"RBL1",6.16874917680377e-13,-0.033877287984297,0.332,0.355,1.73175295640412e-08
"CDC42SE1",6.25190156504146e-13,-0.0517413300895014,0.463,0.471,1.75509632635409e-08
"LRRC42",6.2574392381978e-13,0.0171905389290742,0.421,0.386,1.75665091733927e-08
"LMF2",6.34074879084541e-13,0.0127154383747271,0.319,0.289,1.78003840805403e-08
"AKT1S1",6.42680949317439e-13,-0.0272219734231945,0.199,0.218,1.80419822901885e-08
"SYAP1",6.51179537779226e-13,-0.0380006669004371,0.621,0.631,1.82805631640762e-08
"ZNF24",6.71531295727513e-13,-0.0509573521923206,0.494,0.494,1.88518980649585e-08
"ARMC8",6.73500612464483e-13,-0.0207355182226379,0.515,0.538,1.89071826937154e-08
"APOOL",6.74285070307526e-13,-0.0431696198705694,0.314,0.329,1.89292047787432e-08
"NOL9",6.76466990321269e-13,-0.0349595903483016,0.227,0.244,1.8990457819289e-08
"OCEL1",6.83398467502178e-13,0.00498039057794922,0.273,0.243,1.91850451781886e-08
"VPS50",7.1585594203193e-13,-0.0388782981496216,0.332,0.349,2.00962238606624e-08
"OGFOD2",7.43810057738071e-13,0.00812476887215265,0.132,0.113,2.08809797508809e-08
"NPAT",7.49094848103818e-13,0.0159372254573426,0.278,0.251,2.10293396708185e-08
"AL160314.2",7.49672932606893e-13,-0.0319220782205222,0.133,0.15,2.10455682370733e-08
"ZNF426",7.52172784402152e-13,-0.0306743689289358,0.219,0.237,2.11157465765216e-08
"ILK",8.0285610326704e-13,0.0195375072749189,0.547,0.509,2.25385793870156e-08
"ANKRD52",8.1595306910527e-13,0.00678480841399534,0.205,0.18,2.29062505089922e-08
"UPRT",8.36925871287535e-13,0.0216899697439282,0.225,0.2,2.3495019984655e-08
"CHCHD6",8.39354071893305e-13,0.00756068513000563,0.601,0.623,2.35631868602608e-08
"ID2",8.49798127238024e-13,-0.020181919045674,0.089,0.105,2.38563828259531e-08
"PTEN",8.54638748727571e-13,0.0242986357610542,0.787,0.76,2.39922735930291e-08
"GSDMC",8.6909971353714e-13,-0.0198271860287364,0.09,0.106,2.43982362581281e-08
"PAGR1",8.74260326131618e-13,0.0230487715604092,0.458,0.427,2.45431101354929e-08
"EVPL",8.88036315854936e-13,-0.00465104360509216,0.186,0.206,2.49298434949956e-08
"INKA1",9.21016752463498e-13,0.00877752990301364,0.206,0.182,2.58557032919078e-08
"SPTLC3",9.59183368831866e-13,0.00152544562140447,0.163,0.141,2.6927154713217e-08
"BNIP2",9.94960592591591e-13,-0.0415107087807475,0.461,0.47,2.79315287158237e-08
"PPP2R1B",9.98341007751259e-13,-0.0300767035612425,0.189,0.206,2.80264271106011e-08
"SLC22A15",1.01671800840857e-12,-0.0271234025944583,0.201,0.221,2.85423246500538e-08
"TAF1D",1.035427701861e-12,-0.0388226132371219,0.79,0.782,2.90675618743437e-08
"KATNBL1",1.03975265559274e-12,-0.0473678285090208,0.634,0.638,2.9188976300455e-08
"DNM2",1.04601099156366e-12,-0.0412293251259873,0.428,0.44,2.93646665661666e-08
"APTR",1.06876325358016e-12,-0.0201872447812297,0.311,0.335,3.00033908177558e-08
"DNAJA3",1.10255682639149e-12,0.0182594424843666,0.323,0.297,3.09520777872883e-08
"B3GLCT",1.12123081904481e-12,0.021652143233873,0.186,0.164,3.14763127830451e-08
"NECTIN4",1.14982994004491e-12,0.0581482005114707,0.139,0.123,3.22791759068808e-08
"ERF",1.1513747934336e-12,-0.029648949454937,0.195,0.214,3.23225445760614e-08
"ZBTB45",1.16522887198833e-12,-0.0194227187085953,0.09,0.106,3.27114701233283e-08
"AC243964.3",1.2345242000241e-12,0.0104318136571755,0.109,0.093,3.46567978672766e-08
"FOPNL",1.24942635673469e-12,0.0114595608797193,0.42,0.382,3.50751461126129e-08
"GTF2B",1.2538217654098e-12,0.0330858347292488,0.5,0.465,3.51985384203492e-08
"CISD3",1.26907172783768e-12,-0.0636090222412016,0.45,0.452,3.56266506155871e-08
"ZNF112",1.28048799168125e-12,-0.0183556015716818,0.093,0.108,3.59471393904678e-08
"LINC01138",1.2841726549091e-12,-0.073138894053906,0.302,0.314,3.60505789412631e-08
"TBCCD1",1.32788570311432e-12,0.0152650893475909,0.144,0.125,3.72777353435284e-08
"TRAF6",1.3507609431788e-12,-0.0261091752279933,0.141,0.158,3.79199119578585e-08
"TCF3",1.38013753095597e-12,0.0147153848444777,0.374,0.34,3.87446009065269e-08
"CALU",1.38657823699226e-12,-0.00723722272189742,0.701,0.64,3.89254108470836e-08
"GART",1.39624961054914e-12,-0.0466581745700754,0.399,0.409,3.91969153169459e-08
"TMEM44",1.3979081382546e-12,0.018600397470299,0.312,0.284,3.92434751652212e-08
"BBS2",1.39810112541245e-12,0.00319768837181938,0.302,0.27,3.92488928937036e-08
"DGCR6L",1.40609872830713e-12,-0.06494846986602,0.52,0.522,3.94734095997659e-08
"DIDO1",1.43048435289969e-12,-0.0457137239095524,0.448,0.459,4.0157987238953e-08
"COA6",1.44481039520232e-12,-0.0467966676451054,0.581,0.577,4.05601622245149e-08
"SNED1",1.4528496100076e-12,0.00578049774217482,0.159,0.181,4.07858471017433e-08
"AC018362.1",1.48445929782749e-12,-0.0259617973498505,0.144,0.162,4.16732258679112e-08
"ZBED5",1.50118560430657e-12,-0.0515324334295148,0.342,0.353,4.21427834696985e-08
"INAFM1",1.52391499415695e-12,0.00871345600442783,0.167,0.146,4.27808656309681e-08
"AC103876.1",1.56662179772373e-12,-0.0402926618067678,0.217,0.234,4.39797737274984e-08
"TRIM33",1.58140027745229e-12,-0.0335244454818906,0.482,0.492,4.43946499889181e-08
"USP3-AS1",1.58851632092933e-12,-0.0337780836986999,0.15,0.166,4.45944186774491e-08
"TMEM9",1.58903551418165e-12,-0.0498899029424857,0.574,0.574,4.46089939896215e-08
"CDK16",1.60022647175335e-12,-0.0362377990504669,0.342,0.358,4.49231577415318e-08
"CERS3-AS1",1.61982363939673e-12,-0.0413564977336637,0.147,0.163,4.54733090287843e-08
"SBF2-AS1",1.67136646945158e-12,0.00630413019388842,0.244,0.215,4.69202708969143e-08
"AC008014.1",1.67184824629094e-12,-0.032553442674786,0.585,0.608,4.69337958181256e-08
"NXT2",1.67595189657614e-12,-0.033818576107771,0.168,0.184,4.70489975925821e-08
"SH2B1",1.74601476101542e-12,-0.0370148330840677,0.204,0.22,4.9015872385986e-08
"LENG8",1.80650643787009e-12,0.0161549846853548,0.223,0.201,5.07140552303271e-08
"EPS15L1",1.88499266792439e-12,-0.0377582173236846,0.274,0.29,5.29173991666414e-08
"MED29",1.91819585654071e-12,-0.0342558331576764,0.354,0.371,5.38495122806673e-08
"CERT1",1.92369042226588e-12,0.0138366719785803,0.49,0.449,5.40037612242699e-08
"GPX8",1.9397101009604e-12,-0.0387064022274605,0.264,0.28,5.44534816642612e-08
"PANK3",1.96861414545998e-12,0.0219227447999192,0.348,0.319,5.52649049054979e-08
"AL035681.1",1.9872336182545e-12,-0.0180464497637648,0.088,0.104,5.57876093652586e-08
"SACM1L",1.99649488541514e-12,-0.0357893078997385,0.215,0.232,5.60476009182591e-08
"DHX37",2.04632852295449e-12,0.00935782606191769,0.141,0.123,5.74465806249013e-08
"GNL3L",2.05862383026848e-12,0.0187485334855169,0.274,0.249,5.7791746787127e-08
"LINC00923",2.08416876822455e-12,0.0254433821362621,0.222,0.2,5.85088698303677e-08
"ZNF678",2.16279998138777e-12,-0.0337531854437912,0.191,0.209,6.07162838774989e-08
"DHDDS",2.18075367700005e-12,0.0175677511534706,0.273,0.247,6.12202979744223e-08
"TSSC4",2.21450995156424e-12,-0.0403425580069951,0.374,0.386,6.21679378702629e-08
"SPDYA",2.21920325271832e-12,0.00323506437575374,0.229,0.204,6.22996929135614e-08
"MAPKBP1",2.22782096955028e-12,-0.0501037991692554,0.424,0.434,6.2541618078185e-08
"TSC22D4",2.26157316331028e-12,-0.0297525042662605,0.222,0.242,6.34891434136095e-08
"PPP1R12B",2.2749759268677e-12,-0.0519305135655292,0.4,0.413,6.38653991949569e-08
"PNPLA6",2.27833253580812e-12,0.0100915537596376,0.161,0.141,6.39596292777413e-08
"KIAA1671",2.34674804594317e-12,0.0333552578166898,0.513,0.475,6.58802578937627e-08
"IFNLR1",2.348737198262e-12,0.0110039034075625,0.194,0.172,6.59360993668091e-08
"SMC3",2.3856629040828e-12,0.0341832743324068,0.697,0.662,6.69727147063166e-08
"NFXL1",2.40181345036238e-12,-0.0404394442344741,0.254,0.271,6.74261089920232e-08
"MED24",2.42530949790234e-12,-0.0144512623632173,0.393,0.416,6.80857135346125e-08
"NINJ2",2.44385166777537e-12,-0.0137830576585806,0.136,0.114,6.8606247869458e-08
"BDH1",2.45411212930174e-12,-0.0168313786456414,0.258,0.282,6.88942898058877e-08
"TRPM4",2.52685186514169e-12,0.00987026850538379,0.11,0.094,7.09363124101227e-08
"CCDC33",2.64232117064352e-12,0.0455379628066667,0.099,0.12,7.41778822234755e-08
"TMEM102",2.7001665487299e-12,0.0136083981851613,0.153,0.134,7.58017755224945e-08
"TBC1D22B",2.70499284260174e-12,0.0263546184162936,0.219,0.196,7.59372640703587e-08
"COPS7A",2.77288874650694e-12,-0.0401046867480137,0.382,0.392,7.78433057806893e-08
"SUCLG2",2.77609224677585e-12,-0.0450175010224709,0.538,0.544,7.79332376437383e-08
"GHITM",2.81672039915348e-12,0.0270532643973556,0.822,0.786,7.90737917654355e-08
"CARM1",2.85475457381036e-12,-0.0338965281953157,0.258,0.275,8.01415251505781e-08
"NDUFAF5",3.00763481589823e-12,0.0100101926479133,0.288,0.26,8.44333321867109e-08
"RNF165",3.02575082208831e-12,-0.024581185778243,0.177,0.197,8.49419028284851e-08
"NPIPB2",3.07997248945899e-12,-0.0275408400972777,0.099,0.114,8.64640676965821e-08
"TTC13",3.168981780837e-12,-0.0207440327675014,0.091,0.105,8.89628255334372e-08
"BBX",3.18540163482592e-12,-0.0525647907432782,0.887,0.881,8.94237800944682e-08
"PSAP",3.19870702230105e-12,-0.0617304102234517,0.863,0.849,8.97973022370574e-08
"BBS7",3.23935263509508e-12,0.00565192312626556,0.274,0.246,9.09383465250241e-08
"ZNF692",3.25396141451798e-12,-0.0222027530167448,0.128,0.145,9.13484587897631e-08
"MAPK9",3.27224640843238e-12,0.00892187553228402,0.268,0.24,9.18617734239222e-08
"DYRK2",3.27880369795521e-12,-0.0453806749709686,0.213,0.228,9.20458562126965e-08
"DNAJB12",3.30290590641541e-12,0.0147733475734279,0.336,0.306,9.27224775107997e-08
"AP5M1",3.3192134191886e-12,0.00832263220702401,0.269,0.241,9.31802783168816e-08
"RBM23",3.37979309737046e-12,0.0233550681089905,0.467,0.432,9.48809316224809e-08
"SIRT5",3.41919657207715e-12,0.00808769363497014,0.349,0.317,9.59871053679218e-08
"SLC25A10",3.45677399733574e-12,0.0138854356319673,0.178,0.157,9.70420164272061e-08
"RNF121",3.45877197157279e-12,-0.0482037642340772,0.322,0.335,9.7098105557963e-08
"STRN4",3.50650873129694e-12,-0.023898830963745,0.232,0.251,9.84382196136991e-08
"LRR1",3.55283924818109e-12,0.0233035395623575,0.23,0.208,9.97388562141878e-08
"WDHD1",3.62546293153773e-12,0.0451327064886827,0.288,0.269,1.01777620877059e-07
"DBP",3.65329832903675e-12,0.036714202522039,0.211,0.191,1.02559043991049e-07
"NEBL",3.6656754977351e-12,0.0145068345159504,0.138,0.119,1.02906508247918e-07
"PGRMC1",3.72725642990378e-12,0.0136986605530381,0.678,0.718,1.04635269756689e-07
"MCTP1",3.73605148540603e-12,-0.173561932542128,0.33,0.279,1.04882173349803e-07
"CSNK1D",3.77210272160621e-12,0.0176841226522138,0.509,0.467,1.05894239703651e-07
"NR2F1-AS1",3.9179762198039e-12,-0.11972292747354,0.433,0.437,1.09989346418555e-07
"KLHDC3",3.93694278075427e-12,-0.0344586744358647,0.349,0.365,1.10521794684115e-07
"ZMYM2",3.9623081804269e-12,0.00369682687685158,0.757,0.703,1.11233877549124e-07
"PANK1",3.99378937843157e-12,0.0143302839349645,0.173,0.153,1.12117649220709e-07
"LRCH4",4.02189978953403e-12,-0.0119292580882656,0.118,0.135,1.12906792791589e-07
"MYO10",4.0523283787266e-12,-0.00634937983792661,0.77,0.712,1.13761014575992e-07
"GATD3B",4.10196890134995e-12,0.0074805647852782,0.207,0.182,1.15154572967597e-07
"VPS8",4.21237050260534e-12,0.0289208446848311,0.576,0.544,1.1825387711964e-07
"AL022323.4",4.24006238102265e-12,0.0109437249490497,0.105,0.089,1.19031271222449e-07
"KANSL2",4.34225667928574e-12,0.0153988624858814,0.274,0.248,1.21900171757589e-07
"RRP1B",4.3627092722518e-12,-0.044650539693619,0.388,0.398,1.22474337399925e-07
"MIATNB",4.37470731254755e-12,0.0166614371771075,0.198,0.176,1.22811158385147e-07
"USF2",4.37730878095437e-12,0.0158706059590093,0.346,0.318,1.22884189407732e-07
"FIBP",4.39782006742261e-12,0.034010832408945,0.686,0.719,1.23460002752755e-07
"TCEA2",4.44650591351363e-12,-0.0459357525546136,0.377,0.386,1.24826760510068e-07
"CTSC",4.5338889536881e-12,0.185297922548942,0.828,0.832,1.27279864596886e-07
"PBK",4.54597700235315e-12,-0.0158538153072485,0.117,0.134,1.2761921238706e-07
"OAT",4.56827313318281e-12,-0.0385062725239413,0.707,0.708,1.28245131667841e-07
"TRIM27",4.59062505495969e-12,-0.037089881693317,0.327,0.343,1.28872617167883e-07
"RRAGC",4.59145976568636e-12,0.0275129841011852,0.332,0.304,1.28896050002113e-07
"NEK9",4.6706173328214e-12,-0.0493341839474667,0.395,0.405,1.31118240384295e-07
"GPD2",4.75862430256614e-12,-0.0619399048753473,0.436,0.444,1.33588860045939e-07
